id,speaker_utterance,listener_utterance,s_negative,s_neutral,s_positive,l_negative,l_neutral,l_positive,predictions_ER,valence_speaker,arousal_speaker,dominance_speaker,valence_listener,arousal_listener,dominance_listener,s_word_len,l_word_len,agreeing,acknowledging,encouraging,consoling,sympathizing,suggesting,questioning,wishing,neutral,mimicry,empathy,prediction
JA_4,"No, this one is at my house. ",Nice!,0.20813824,0.66612095,0.12574078,0.0075496235,0.08052694,0.91192347,0,0.129,-0.573,-0.097,0.86,-0.116,0.3,7,1,0.00036549524520523846,0.9965102076530457,0.00025673641357570887,0.00031966573442332447,0.0001261314027942717,3.494808333925903e-05,0.00010592601029202342,0.002220473950728774,6.046191629138775e-05,0,1,1
AJ_2,My grandmother made these dolls in the picture.,She is very talented.,0.09130545,0.8607964,0.047898207,0.002840108,0.034699984,0.9624599,0,0.49,-0.39200000000000007,-0.18799999999999997,0.878,0.27,0.876,8,4,0.00036381554673425853,0.9744914174079895,5.8701254602056e-05,9.30627211346291e-05,0.0006234332686290145,0.00025880528846755624,0.00023856548068579286,0.02250983938574791,0.00136239780113101,0,2,2
AJ_2,This is a soccer match at a field near the place where I live.,What sports do you play?,0.007503738,0.915868,0.07662834,0.08320667,0.84830534,0.068488024,0,0.356,0.08960000000000001,0.02159999999999999,0.677,0.465,0.015000000000000013,14,5,7.822834595572203e-05,7.895589806139469e-05,3.6289366107666865e-05,1.457613780075917e-05,0.00013674750516656786,0.0006761359982192516,0.9986703395843506,0.00018684929818846285,0.00012186062667751685,1,2,1
AJ_2,I do swimming because I live close to the beach. I also play tag rugby. ,wow! Really!,0.0038964516,0.38211977,0.61398375,0.03419869,0.19480425,0.77099705,0,0.3970000000000001,0.12675,-0.026250000000000002,0.0,0.0,0.0,15,2,0.00046722363913431764,0.993749737739563,0.00010958070197375491,0.00040903507033362985,0.0011068288004025817,3.461162850726396e-05,0.0004073619202245027,0.0036306579131633043,8.493896893924102e-05,0,2,2
AJ_2,Do you guys play any sport? ,I like basketball.,0.05229139,0.8996927,0.04801588,0.007649766,0.077677935,0.9146723,0,0.5066666666666667,0.22133333333333335,0.04066666666666668,0.533,0.11700000000000002,-0.119,6,3,0.00026400331989862025,0.9979523420333862,0.00016342122398782521,0.00028180540539324284,8.416248601861298e-05,3.118208041996695e-05,4.529902071226388e-05,0.00022484267537947744,0.0009528491063974798,1,1,1
JA_3,This is me getting graded. I do Brazilian jiu-jitsu. This is a gray belt which is one from white bell.,Good job! Is white bell the top one?,0.084310256,0.86553586,0.05015386,0.002009145,0.051213723,0.9467771,1,0.06733333333333334,-0.2783333333333333,-0.06533333333333334,0.39440000000000003,-0.15560000000000002,0.072,20,8,8.099044498521835e-05,9.787852468434721e-05,5.707467062165961e-05,3.1161587685346603e-05,0.000262801768258214,0.0003515126882120967,0.9947262406349182,0.00415687495842576,0.00023550521291326731,0,3,3
JA_3,"No, white bell is the lowest one.",Oh! Hahaha.,0.59985423,0.38261312,0.017532675,0.04330354,0.3521706,0.60452586,0,-0.06266666666666666,-0.26266666666666666,-0.33066666666666666,0.0,0.0,0.0,7,2,0.0008598975255154073,0.9821653962135315,0.00044568837620317936,0.014010371640324593,0.0002498583635315299,9.559702448314056e-05,5.728171163355e-05,0.0005885580903850496,0.0015274242032319307,0,2,1
JA_3,"Do you know karate?
","Yes, I used to do it when I was little.",0.13221774,0.8236542,0.044128124,0.028876841,0.6342031,0.33692008,0,0.327,0.194,0.302,-0.060666666666666653,-0.324,-0.3093333333333333,4,10,0.0001315184053964913,8.2330298027955e-05,1.612258711247705e-05,2.3410106223309413e-05,4.2665695218602195e-05,5.984186282148585e-05,5.238410085439682e-05,1.5677205738029443e-05,0.9995760321617126,0,1,1
JA_3,Do you do karate?,Only a little bit. Not too much.,0.066849805,0.88822967,0.044920538,0.13152164,0.74417615,0.12430217,0,0.124,0.666,0.196,-0.188,-0.53,-0.562,4,7,0.005205662455409765,0.9910733103752136,0.00020541701815091074,0.0011207787320017815,0.00013147792196832597,3.052410465897992e-05,0.00013289738853927702,0.0003185511159244925,0.0017813927261158824,0,1,1
JA_3,What style do you do?,Only the elementary school type.,0.07680434,0.8277089,0.095486745,0.22783849,0.7113316,0.0608299,0,0.49,-0.056,0.172,0.23933333333333331,-0.338,0.122,5,5,0.017588092014193535,0.8803956508636475,0.0004109955916646868,0.000777867971919477,0.01302260160446167,8.76128178788349e-05,0.00015496891865041107,0.08474752306938171,0.0028146489057689905,0,1,1
AJ_3,This is a photo with my friends at a concert in Sydney. We had a really fun night.,Did you make your dress?,0.0012807889,0.014857916,0.98386127,0.12600137,0.8330916,0.040906984,0,0.6355999999999999,0.13840000000000002,0.11720000000000001,0.444,-0.28,-0.175,18,5,3.7380425055744126e-05,6.69821965857409e-05,2.1149287931621075e-05,2.0410421711858362e-05,0.00010462286445545033,0.00026451025041751564,0.9992252588272095,0.00011590572830755264,0.0001438069302821532,1,2,2
AJ_3,I didn’t make my dress but I made my bracelets. Also the decorated parts. ,Nice!,0.04722429,0.7684073,0.18436842,0.0075496235,0.08052694,0.91192347,0,0.4415,-0.331,-0.2465,0.86,-0.116,0.3,14,1,0.00036549524520523846,0.9965102076530457,0.00025673641357570887,0.00031966573442332447,0.0001261314027942717,3.494808333925903e-05,0.00010592601029202342,0.002220473950728774,6.046191629138775e-05,1,1,1
AJ_3,Do you guys know who Taylor Swift is? Do you know any of her songs?,"No, sorry.",0.031229913,0.92456156,0.04420852,0.52172726,0.40786126,0.07041149,2,0.46566666666666673,-0.057999999999999996,0.2293333333333333,-0.188,-0.276,-0.576,15,2,0.00012561060430016369,0.0006910119554959238,2.8656510039581917e-05,0.00012231519212946296,0.9982571005821228,6.598101026611403e-05,0.0003377782995812595,0.0003322544798720628,3.9339061913779005e-05,0,1,1
AJ_3,What do you listen to?,I listen to a famous Japanese artist called Yonezu. Do you know it?,0.076885514,0.86253726,0.06057718,0.0073808064,0.6395471,0.3530721,0,0.44100000000000006,-0.09200000000000001,-0.019000000000000003,0.627,-0.031,0.3815,5,13,0.00040778249967843294,0.00012539717135950923,7.058779738144949e-05,2.5237932277377695e-05,0.0001426690723747015,6.923142063897103e-05,0.9988729357719421,8.804864046396688e-05,0.00019800385052803904,1,2,2
AJ_3,"No, is it very famous? ","Yeah, at least in Japan. He makes songs for animations and openings. ",0.27632517,0.5993513,0.12432355,0.019061407,0.6005476,0.38039097,0,0.832,0.55,0.764,0.504,0.03,0.09159999999999999,5,12,0.002596789039671421,0.012213566340506077,0.00012837255781050771,0.007983865216374397,0.00014558283146470785,0.00019248941680416465,0.00041327436338178813,0.00010564694093773142,0.9762204885482788,1,1,1
AJ_4,"My favorite subject at school is English. I like reading and writing. I love everything related to books. And I express my creativity with drama, acting.",I cook and I like playing the piano,0.0012545197,0.011106163,0.98763925,0.0052697887,0.25478518,0.7399451,0,0.5001538461538462,-0.05123076923076924,0.18046153846153848,0.5133333333333333,-0.20266666666666666,-0.13599999999999998,26,8,0.001057373359799385,0.9934667944908142,5.2821520512225106e-05,0.00017399970965925604,0.0001750387455103919,0.00018057080160360783,5.801906809210777e-05,0.0002764853707049042,0.004558891989290714,1,1,1
AJ_4,It sounds fun. What is your favorite thing to cook?,I like cupcakes. ,0.0015384813,0.037596237,0.9608653,0.002228736,0.049707703,0.9480636,0,0.5456000000000001,0.11120000000000001,-0.028799999999999992,0.375,-0.314,-0.21,10,3,0.00045771762961521745,0.9966110587120056,0.00014914503844920546,5.474326462717727e-05,6.928067887201905e-05,9.119384048972279e-05,5.475171928992495e-05,0.0004005849186796695,0.0021113965194672346,0,1,1
AJ_5,"During Christmas, we meet up with family and we eat lunch. It is during the summer, so we have a barbecue or we go to the beach to swim.",Many people like sleeping in their beds with mandarins. I like eating soup with mochi. But you can get fat if you eat too much mochi.,0.0077612097,0.6457611,0.34647778,0.34877616,0.4848842,0.16633964,0,0.597,-0.046,0.08080000000000001,0.2896363636363637,-0.28163636363636363,-0.132,29,26,8.516139496350661e-05,0.00010766559717012569,1.3362925528781489e-05,2.0441073502297513e-05,9.986692748498172e-05,0.00015322052058763802,0.00015378322859760374,2.1674537492799573e-05,0.9993448853492737,1,1,3
